"","YR","SP","DEPTH","LAT","LON","ASDIST","DTEOC"
"7419",1976,301,150.123456790123,40.719547308642,-70.2028807037037,879.301818822139,114.09644948099
"7420",1977,301,160.511111111111,40.8694444555556,-70.0531481888889,900.456963929449,122.894056143345
"7421",1978,301,139.257142857143,41.1788094571429,-69.7097619428571,945.386063279501,113.748968349172
"7422",1979,301,125.022727272727,41.107954625,-69.9482954431818,927.414223290958,108.30021906978
"7423",1980,301,140.032520325203,40.6139566422764,-70.3714092357724,860.991259931224,112.635773041142
"7424",1981,301,144.716049382716,40.8683128024691,-69.9893004320988,904.434470772408,113.665847523449
"7425",1982,301,143.355555555556,40.5444443888889,-70.7670370222222,832.928714581234,106.131848971841
"7426",1983,301,128.508771929825,40.9245613859649,-70.3219298596491,889.298671780738,97.3731129939299
"7427",1984,301,131.589743589744,40.7465811538462,-70.717094051282,851.756441284813,78.5521082172661
"7428",1985,301,153.535211267606,41.0584506619718,-69.9542253521127,921.853025345025,113.236528357937
"7429",1986,301,166.318181818182,40.9096591136364,-69.9280303522727,910.466851522505,114.0311979748
"7430",1987,301,150.412698412698,41.3084656825397,-69.6624339047619,960.088198399948,108.372347516835
"7431",1988,301,133.377049180328,41.4418032786885,-68.9079235081967,1013.14978118108,131.899569311483
"7432",1989,301,138.466666666667,41.0885185111111,-70.2711110666667,908.138857868728,94.9052029292355
"7433",1990,301,135.75,41.5776960588235,-69.5034314264706,990.520056568995,102.622214753254
"7434",1991,301,150.4375,41.507291671875,-69.56093753125,982.128593409266,107.061191981987
"7435",1992,301,121.691358024691,41.1489712222222,-70.1263374197531,919.71549497465,96.2269965908479
"7436",1993,301,123.84375,41.56276040625,-69.276302171875,1003.07511208998,110.186968848766
"7437",1994,301,130.696428571429,41.8291665892857,-69.6729166785714,1001.51906185985,81.0026798340081
"7438",1995,301,145.659574468085,42.1840426170213,-69.1308511276596,1064.63876280713,97.7040400954974
"7439",1996,301,148.666666666667,41.9572797011494,-69.0909962068965,1046.45964001138,105.528656146183
"7440",1997,301,126.443396226415,41.6363208207547,-70.0910378018868,962.228669570051,80.7386275472687
"7441",1998,301,132.747368421053,42.3661404526316,-69.3808772210526,1066.35776205424,66.8729477141025
"7442",1999,301,134.755102040816,41.3911479489796,-70.0043911428571,947.857017414311,88.0973891527792
"7443",2000,301,126.685714285714,42.113895247619,-68.9726317809524,1066.78121601086,97.1599670704451
"7444",2001,301,143.141414141414,41.6800843737374,-69.5130401313131,999.41032231898,101.275370104671
"7445",2002,301,129.75,42.040092766129,-69.3002957016129,1041.17470831195,84.5534900574446
"7446",2003,301,156.181818181818,41.9182979494949,-68.8215911616162,1058.58545397748,113.089042233537
"7447",2004,301,163.010309278351,42.249295556701,-68.8233540824742,1085.82721751236,99.9009415071362
"7448",2005,301,163.494382022472,42.2841594044944,-68.7228455393258,1095.2245494474,100.525107459014
"7449",2006,301,139.169642857143,42.1985645714286,-68.9147092589286,1077.31643600942,89.7302410249396
"7450",2007,301,159.490909090909,41.7607290181818,-69.1293526909091,1027.16064396901,107.18270053561
"7451",2008,301,151.867256637168,42.2160316017699,-68.4823064955752,1102.5443646266,111.524934317404
"7452",2009,301,138.520710059172,42.1057172366864,-69.0053185088757,1063.87533039931,92.9704685803741
"7453",2010,301,144.487179487179,42.2824129615385,-68.7171219807692,1094.51939004397,100.833621901474
"7454",2011,301,170.801369863014,41.940390239726,-68.9929947191781,1050.40282482329,105.303366065218
"7455",2012,301,154.478494623656,42.1361384354839,-69.0660250537634,1063.16318707056,95.6677030347882
"7456",2013,301,138.923566878981,42.1042376751592,-68.8548003248408,1072.40669393375,102.938621919788
"7457",2014,301,152.955414012739,42.1850284649681,-68.9381671210191,1074.60452777322,98.9693128797519
"7458",2015,301,158.403726708075,42.3756162981366,-68.6203333726708,1108.29463884345,99.0712003345453
"7459",2016,301,148.149253731343,42.2163163134328,-68.6745396119403,1092.61359932918,104.397406541135
"7460",2017,301,143.062068965517,42.1794504896552,-68.6191084965517,1091.94679761634,105.601521581137
"7461",2018,301,149.420454545455,41.9771980227273,-68.9029747613636,1059.06217042569,109.981251164014
"7462",2019,301,161.744966442953,42.347968261745,-68.366626590604,1120.65656153227,110.695254080394
"7463",2020,301,58.2,39.9666334,-73.3472332,639.655969982411,60.6082954290894
"7464",2021,301,155.570469798658,42.5389481409396,-68.1064630671141,1150.0128480892,111.556588265162
"7465",2022,301,131.798611111111,42.3359733958333,-68.6588275694444,1101.63584392181,102.3117924109
"7466",2023,301,105.661016949153,41.7452994067797,-67.4684406779661,1120.04343817253,168.231359951099
"7467",2024,301,139.137362637363,42.2792040164835,-68.5213006758242,1106.10127183329,110.33645709862
"7468",1968,306,NA,NA,NA,NA,NA
"7469",1969,306,NA,NA,NA,NA,NA
"7470",1970,306,NA,NA,NA,NA,NA
"7471",1971,306,NA,NA,NA,NA,NA
"7472",1972,306,NA,NA,NA,NA,NA
"7473",1973,306,NA,NA,NA,NA,NA
"7474",1974,306,NA,NA,NA,NA,NA
"7475",1975,306,NA,NA,NA,NA,NA
"7476",1976,306,NA,NA,NA,NA,NA
"7477",1977,306,NA,NA,NA,NA,NA
"7478",1978,306,NA,NA,NA,NA,NA
"7479",1979,306,NA,NA,NA,NA,NA
"7480",1980,306,NA,NA,NA,NA,NA
"7481",1981,306,NA,NA,NA,NA,NA
"7482",1982,306,NA,NA,NA,NA,NA
"7483",1983,306,NA,NA,NA,NA,NA
"7484",1984,306,NA,NA,NA,NA,NA
"7485",1985,306,NA,NA,NA,NA,NA
"7486",1986,306,NA,NA,NA,NA,NA
"7487",1987,306,NA,NA,NA,NA,NA
"7488",1988,306,NA,NA,NA,NA,NA
"7489",1989,306,NA,NA,NA,NA,NA
"7490",1990,306,NA,NA,NA,NA,NA
"7491",1991,306,NA,NA,NA,NA,NA
"7492",1992,306,NA,NA,NA,NA,NA
"7493",1993,306,NA,NA,NA,NA,NA
"7494",1994,306,NA,NA,NA,NA,NA
"7495",1995,306,NA,NA,NA,NA,NA
"7496",1996,306,NA,NA,NA,NA,NA
"7497",1997,306,NA,NA,NA,NA,NA
"7498",1998,306,NA,NA,NA,NA,NA
"7499",1999,306,NA,NA,NA,NA,NA
"7500",2000,306,NA,NA,NA,NA,NA
"7501",2001,306,NA,NA,NA,NA,NA
"7502",2002,306,NA,NA,NA,NA,NA
"7503",2003,306,NA,NA,NA,NA,NA
"7504",2004,306,NA,NA,NA,NA,NA
"7505",2005,306,NA,NA,NA,NA,NA
"7506",2006,306,NA,NA,NA,NA,NA
"7507",2007,306,NA,NA,NA,NA,NA
"7508",2008,306,NA,NA,NA,NA,NA
"7509",2009,306,NA,NA,NA,NA,NA
"7510",2010,306,NA,NA,NA,NA,NA
"7511",2011,306,NA,NA,NA,NA,NA
"7512",2012,306,NA,NA,NA,NA,NA
"7513",2013,306,NA,NA,NA,NA,NA
"7514",2014,306,NA,NA,NA,NA,NA
"7515",2015,306,NA,NA,NA,NA,NA
"7516",2016,306,NA,NA,NA,NA,NA
"7517",2017,306,NA,NA,NA,NA,NA
"7518",2018,306,NA,NA,NA,NA,NA
"7519",2019,306,NA,NA,NA,NA,NA
"7520",2020,306,NA,NA,NA,NA,NA
"7521",2021,306,NA,NA,NA,NA,NA
"7522",2022,306,NA,NA,NA,NA,NA
"7523",2023,306,NA,NA,NA,NA,NA
"7524",2024,306,NA,NA,NA,NA,NA
"7525",1968,310,NA,NA,NA,NA,NA
"7526",1969,310,NA,NA,NA,NA,NA
"7527",1970,310,NA,NA,NA,NA,NA
"7528",1971,310,NA,NA,NA,NA,NA
"7529",1972,310,NA,NA,NA,NA,NA
"7530",1973,310,NA,NA,NA,NA,NA
"7531",1974,310,NA,NA,NA,NA,NA
"7532",1975,310,NA,NA,NA,NA,NA
"7533",1976,310,NA,NA,NA,NA,NA
"7534",1977,310,NA,NA,NA,NA,NA
"7535",1978,310,NA,NA,NA,NA,NA
"7536",1979,310,NA,NA,NA,NA,NA
"7537",1980,310,NA,NA,NA,NA,NA
"7538",1981,310,NA,NA,NA,NA,NA
"7539",1982,310,NA,NA,NA,NA,NA
"7540",1983,310,NA,NA,NA,NA,NA
"7541",1984,310,NA,NA,NA,NA,NA
"7542",1985,310,NA,NA,NA,NA,NA
"7543",1986,310,NA,NA,NA,NA,NA
"7544",1987,310,NA,NA,NA,NA,NA
"7545",1988,310,NA,NA,NA,NA,NA
"7546",1989,310,NA,NA,NA,NA,NA
"7547",1990,310,NA,NA,NA,NA,NA
"7548",1991,310,NA,NA,NA,NA,NA
"7549",1992,310,NA,NA,NA,NA,NA
"7550",1993,310,NA,NA,NA,NA,NA
"7551",1994,310,NA,NA,NA,NA,NA
"7552",1995,310,NA,NA,NA,NA,NA
"7553",1996,310,NA,NA,NA,NA,NA
"7554",1997,310,NA,NA,NA,NA,NA
"7555",1998,310,NA,NA,NA,NA,NA
"7556",1999,310,NA,NA,NA,NA,NA
"7557",2000,310,NA,NA,NA,NA,NA
"7558",2001,310,NA,NA,NA,NA,NA
"7559",2002,310,NA,NA,NA,NA,NA
"7560",2003,310,NA,NA,NA,NA,NA
"7561",2004,310,NA,NA,NA,NA,NA
"7562",2005,310,NA,NA,NA,NA,NA
"7563",2006,310,NA,NA,NA,NA,NA
"7564",2007,310,NA,NA,NA,NA,NA
"7565",2008,310,NA,NA,NA,NA,NA
"7566",2009,310,NA,NA,NA,NA,NA
"7567",2010,310,NA,NA,NA,NA,NA
"7568",2011,310,NA,NA,NA,NA,NA
"7569",2012,310,NA,NA,NA,NA,NA
"7570",2013,310,NA,NA,NA,NA,NA
"7571",2014,310,NA,NA,NA,NA,NA
"7572",2015,310,NA,NA,NA,NA,NA
"7573",2016,310,NA,NA,NA,NA,NA
"7574",2017,310,NA,NA,NA,NA,NA
"7575",2018,310,NA,NA,NA,NA,NA
"7576",2019,310,NA,NA,NA,NA,NA
"7577",2020,310,NA,NA,NA,NA,NA
"7578",2021,310,NA,NA,NA,NA,NA
"7579",2022,310,NA,NA,NA,NA,NA
"7580",2023,310,NA,NA,NA,NA,NA
"7581",2024,310,NA,NA,NA,NA,NA
"7582",1968,312,NA,NA,NA,NA,NA
"7583",1969,312,NA,NA,NA,NA,NA
"7584",1970,312,NA,NA,NA,NA,NA
"7585",1971,312,NA,NA,NA,NA,NA
"7586",1972,312,NA,NA,NA,NA,NA
"7587",1973,312,NA,NA,NA,NA,NA
"7588",1974,312,NA,NA,NA,NA,NA
"7589",1975,312,NA,NA,NA,NA,NA
"7590",1976,312,NA,NA,NA,NA,NA
"7591",1977,312,NA,NA,NA,NA,NA
"7592",1978,312,NA,NA,NA,NA,NA
"7593",1979,312,NA,NA,NA,NA,NA
"7594",1980,312,NA,NA,NA,NA,NA
"7595",1981,312,NA,NA,NA,NA,NA
"7596",1982,312,NA,NA,NA,NA,NA
"7597",1983,312,NA,NA,NA,NA,NA
"7598",1984,312,NA,NA,NA,NA,NA
"7599",1985,312,NA,NA,NA,NA,NA
"7600",1986,312,NA,NA,NA,NA,NA
"7601",1987,312,NA,NA,NA,NA,NA
"7602",1988,312,NA,NA,NA,NA,NA
"7603",1989,312,NA,NA,NA,NA,NA
"7604",1990,312,NA,NA,NA,NA,NA
"7605",1991,312,NA,NA,NA,NA,NA
"7606",1992,312,NA,NA,NA,NA,NA
"7607",1993,312,NA,NA,NA,NA,NA
"7608",1994,312,NA,NA,NA,NA,NA
"7609",1995,312,NA,NA,NA,NA,NA
"7610",1996,312,NA,NA,NA,NA,NA
"7611",1997,312,NA,NA,NA,NA,NA
"7612",1998,312,NA,NA,NA,NA,NA
"7613",1999,312,NA,NA,NA,NA,NA
"7614",2000,312,NA,NA,NA,NA,NA
"7615",2001,312,NA,NA,NA,NA,NA
"7616",2002,312,NA,NA,NA,NA,NA
"7617",2003,312,NA,NA,NA,NA,NA
"7618",2004,312,NA,NA,NA,NA,NA
"7619",2005,312,NA,NA,NA,NA,NA
"7620",2006,312,NA,NA,NA,NA,NA
"7621",2007,312,NA,NA,NA,NA,NA
"7622",2008,312,NA,NA,NA,NA,NA
"7623",2009,312,NA,NA,NA,NA,NA
"7624",2010,312,NA,NA,NA,NA,NA
"7625",2011,312,NA,NA,NA,NA,NA
"7626",2012,312,NA,NA,NA,NA,NA
"7627",2013,312,NA,NA,NA,NA,NA
"7628",2014,312,NA,NA,NA,NA,NA
"7629",2015,312,NA,NA,NA,NA,NA
"7630",2016,312,NA,NA,NA,NA,NA
"7631",2017,312,NA,NA,NA,NA,NA
"7632",2018,312,NA,NA,NA,NA,NA
"7633",2019,312,NA,NA,NA,NA,NA
"7634",2020,312,NA,NA,NA,NA,NA
"7635",2021,312,NA,NA,NA,NA,NA
"7636",2022,312,NA,NA,NA,NA,NA
"7637",2023,312,NA,NA,NA,NA,NA
"7638",2024,312,NA,NA,NA,NA,NA
"7639",1968,313,NA,NA,NA,NA,NA
"7640",1969,313,NA,NA,NA,NA,NA
"7641",1970,313,NA,NA,NA,NA,NA
"7642",1971,313,NA,NA,NA,NA,NA
"7643",1972,313,NA,NA,NA,NA,NA
"7644",1973,313,NA,NA,NA,NA,NA
"7645",1974,313,NA,NA,NA,NA,NA
"7646",1975,313,NA,NA,NA,NA,NA
"7647",1976,313,NA,NA,NA,NA,NA
"7648",1977,313,NA,NA,NA,NA,NA
"7649",1978,313,NA,NA,NA,NA,NA
"7650",1979,313,NA,NA,NA,NA,NA
"7651",1980,313,NA,NA,NA,NA,NA
"7652",1981,313,NA,NA,NA,NA,NA
"7653",1982,313,NA,NA,NA,NA,NA
"7654",1983,313,NA,NA,NA,NA,NA
"7655",1984,313,NA,NA,NA,NA,NA
"7656",1985,313,NA,NA,NA,NA,NA
"7657",1986,313,NA,NA,NA,NA,NA
"7658",1987,313,NA,NA,NA,NA,NA
"7659",1988,313,NA,NA,NA,NA,NA
"7660",1989,313,NA,NA,NA,NA,NA
"7661",1990,313,NA,NA,NA,NA,NA
"7662",1991,313,NA,NA,NA,NA,NA
"7663",1992,313,NA,NA,NA,NA,NA
"7664",1993,313,NA,NA,NA,NA,NA
"7665",1994,313,NA,NA,NA,NA,NA
"7666",1995,313,NA,NA,NA,NA,NA
"7667",1996,313,NA,NA,NA,NA,NA
"7668",1997,313,NA,NA,NA,NA,NA
"7669",1998,313,NA,NA,NA,NA,NA
"7670",1999,313,NA,NA,NA,NA,NA
"7671",2000,313,NA,NA,NA,NA,NA
"7672",2001,313,NA,NA,NA,NA,NA
"7673",2002,313,NA,NA,NA,NA,NA
"7674",2003,313,NA,NA,NA,NA,NA
"7675",2004,313,NA,NA,NA,NA,NA
"7676",2005,313,NA,NA,NA,NA,NA
"7677",2006,313,NA,NA,NA,NA,NA
"7678",2007,313,NA,NA,NA,NA,NA
"7679",2008,313,NA,NA,NA,NA,NA
"7680",2009,313,NA,NA,NA,NA,NA
"7681",2010,313,NA,NA,NA,NA,NA
"7682",2011,313,NA,NA,NA,NA,NA
"7683",2012,313,NA,NA,NA,NA,NA
"7684",2013,313,NA,NA,NA,NA,NA
"7685",2014,313,NA,NA,NA,NA,NA
"7686",2015,313,NA,NA,NA,NA,NA
"7687",2016,313,NA,NA,NA,NA,NA
"7688",2017,313,NA,NA,NA,NA,NA
"7689",2018,313,NA,NA,NA,NA,NA
"7690",2019,313,NA,NA,NA,NA,NA
"7691",2020,313,NA,NA,NA,NA,NA
"7692",2021,313,NA,NA,NA,NA,NA
"7693",2022,313,NA,NA,NA,NA,NA
"7694",2023,313,NA,NA,NA,NA,NA
"7695",2024,313,NA,NA,NA,NA,NA
"7696",1968,314,NA,NA,NA,NA,NA
"7697",1969,314,NA,NA,NA,NA,NA
"7698",1970,314,NA,NA,NA,NA,NA
"7699",1971,314,NA,NA,NA,NA,NA
"7700",1972,314,NA,NA,NA,NA,NA
"7701",1973,314,NA,NA,NA,NA,NA
"7702",1974,314,NA,NA,NA,NA,NA
"7703",1975,314,NA,NA,NA,NA,NA
"7704",1976,314,NA,NA,NA,NA,NA
"7705",1977,314,NA,NA,NA,NA,NA
"7706",1978,314,NA,NA,NA,NA,NA
"7707",1979,314,NA,NA,NA,NA,NA
"7708",1980,314,NA,NA,NA,NA,NA
"7709",1981,314,NA,NA,NA,NA,NA
"7710",1982,314,NA,NA,NA,NA,NA
"7711",1983,314,NA,NA,NA,NA,NA
"7712",1984,314,NA,NA,NA,NA,NA
"7713",1985,314,NA,NA,NA,NA,NA
"7714",1986,314,NA,NA,NA,NA,NA
"7715",1987,314,NA,NA,NA,NA,NA
"7716",1988,314,NA,NA,NA,NA,NA
"7717",1989,314,NA,NA,NA,NA,NA
"7718",1990,314,NA,NA,NA,NA,NA
"7719",1991,314,NA,NA,NA,NA,NA
"7720",1992,314,NA,NA,NA,NA,NA
"7721",1993,314,NA,NA,NA,NA,NA
"7722",1994,314,NA,NA,NA,NA,NA
"7723",1995,314,NA,NA,NA,NA,NA
"7724",1996,314,NA,NA,NA,NA,NA
"7725",1997,314,NA,NA,NA,NA,NA
"7726",1998,314,NA,NA,NA,NA,NA
"7727",1999,314,NA,NA,NA,NA,NA
"7728",2000,314,NA,NA,NA,NA,NA
"7729",2001,314,NA,NA,NA,NA,NA
"7730",2002,314,NA,NA,NA,NA,NA
"7731",2003,314,NA,NA,NA,NA,NA
"7732",2004,314,NA,NA,NA,NA,NA
"7733",2005,314,NA,NA,NA,NA,NA
"7734",2006,314,NA,NA,NA,NA,NA
"7735",2007,314,NA,NA,NA,NA,NA
"7736",2008,314,NA,NA,NA,NA,NA
"7737",2009,314,NA,NA,NA,NA,NA
"7738",2010,314,NA,NA,NA,NA,NA
"7739",2011,314,NA,NA,NA,NA,NA
"7740",2012,314,NA,NA,NA,NA,NA
"7741",2013,314,NA,NA,NA,NA,NA
"7742",2014,314,NA,NA,NA,NA,NA
"7743",2015,314,NA,NA,NA,NA,NA
"7744",2016,314,NA,NA,NA,NA,NA
"7745",2017,314,NA,NA,NA,NA,NA
"7746",2018,314,NA,NA,NA,NA,NA
"7747",2019,314,NA,NA,NA,NA,NA
"7748",2020,314,NA,NA,NA,NA,NA
"7749",2021,314,NA,NA,NA,NA,NA
"7750",2022,314,NA,NA,NA,NA,NA
"7751",2023,314,NA,NA,NA,NA,NA
"7752",2024,314,NA,NA,NA,NA,NA
"7753",1968,316,NA,NA,NA,NA,NA
"7754",1969,316,NA,NA,NA,NA,NA
"7755",1970,316,NA,NA,NA,NA,NA
"7756",1971,316,NA,NA,NA,NA,NA
"7757",1972,316,NA,NA,NA,NA,NA
"7758",1973,316,NA,NA,NA,NA,NA
"7759",1974,316,NA,NA,NA,NA,NA
"7760",1975,316,NA,NA,NA,NA,NA
"7761",1976,316,NA,NA,NA,NA,NA
"7762",1977,316,NA,NA,NA,NA,NA
"7763",1978,316,NA,NA,NA,NA,NA
"7764",1979,316,NA,NA,NA,NA,NA
"7765",1980,316,NA,NA,NA,NA,NA
"7766",1981,316,NA,NA,NA,NA,NA
"7767",1982,316,NA,NA,NA,NA,NA
"7768",1983,316,NA,NA,NA,NA,NA
"7769",1984,316,NA,NA,NA,NA,NA
"7770",1985,316,NA,NA,NA,NA,NA
"7771",1986,316,NA,NA,NA,NA,NA
"7772",1987,316,NA,NA,NA,NA,NA
"7773",1988,316,NA,NA,NA,NA,NA
"7774",1989,316,NA,NA,NA,NA,NA
"7775",1990,316,NA,NA,NA,NA,NA
"7776",1991,316,NA,NA,NA,NA,NA
"7777",1992,316,NA,NA,NA,NA,NA
"7778",1993,316,NA,NA,NA,NA,NA
"7779",1994,316,NA,NA,NA,NA,NA
"7780",1995,316,NA,NA,NA,NA,NA
"7781",1996,316,NA,NA,NA,NA,NA
"7782",1997,316,NA,NA,NA,NA,NA
"7783",1998,316,NA,NA,NA,NA,NA
"7784",1999,316,NA,NA,NA,NA,NA
"7785",2000,316,NA,NA,NA,NA,NA
"7786",2001,316,NA,NA,NA,NA,NA
"7787",2002,316,NA,NA,NA,NA,NA
"7788",2003,316,NA,NA,NA,NA,NA
"7789",2004,316,NA,NA,NA,NA,NA
"7790",2005,316,NA,NA,NA,NA,NA
"7791",2006,316,NA,NA,NA,NA,NA
"7792",2007,316,NA,NA,NA,NA,NA
"7793",2008,316,NA,NA,NA,NA,NA
"7794",2009,316,NA,NA,NA,NA,NA
"7795",2010,316,NA,NA,NA,NA,NA
"7796",2011,316,NA,NA,NA,NA,NA
"7797",2012,316,NA,NA,NA,NA,NA
"7798",2013,316,NA,NA,NA,NA,NA
"7799",2014,316,NA,NA,NA,NA,NA
"7800",2015,316,NA,NA,NA,NA,NA
"7801",2016,316,NA,NA,NA,NA,NA
"7802",2017,316,NA,NA,NA,NA,NA
"7803",2018,316,NA,NA,NA,NA,NA
"7804",2019,316,NA,NA,NA,NA,NA
"7805",2020,316,NA,NA,NA,NA,NA
"7806",2021,316,NA,NA,NA,NA,NA
"7807",2022,316,NA,NA,NA,NA,NA
"7808",2023,316,NA,NA,NA,NA,NA
"7809",2024,316,NA,NA,NA,NA,NA
"7810",1968,318,NA,NA,NA,NA,NA
"7811",1969,318,NA,NA,NA,NA,NA
"7812",1970,318,NA,NA,NA,NA,NA
"7813",1971,318,NA,NA,NA,NA,NA
"7814",1972,318,NA,NA,NA,NA,NA
"7815",1973,318,NA,NA,NA,NA,NA
"7816",1974,318,NA,NA,NA,NA,NA
"7817",1975,318,NA,NA,NA,NA,NA
"7818",1976,318,NA,NA,NA,NA,NA
"7819",1977,318,NA,NA,NA,NA,NA
"7820",1978,318,NA,NA,NA,NA,NA
"7821",1979,318,NA,NA,NA,NA,NA
"7822",1980,318,NA,NA,NA,NA,NA
"7823",1981,318,NA,NA,NA,NA,NA
"7824",1982,318,NA,NA,NA,NA,NA
"7825",1983,318,NA,NA,NA,NA,NA
"7826",1984,318,NA,NA,NA,NA,NA
"7827",1985,318,NA,NA,NA,NA,NA
"7828",1986,318,NA,NA,NA,NA,NA
"7829",1987,318,NA,NA,NA,NA,NA
"7830",1988,318,NA,NA,NA,NA,NA
"7831",1989,318,NA,NA,NA,NA,NA
"7832",1990,318,NA,NA,NA,NA,NA
"7833",1991,318,NA,NA,NA,NA,NA
"7834",1992,318,NA,NA,NA,NA,NA
"7835",1993,318,NA,NA,NA,NA,NA
"7836",1994,318,NA,NA,NA,NA,NA
"7837",1995,318,NA,NA,NA,NA,NA
"7838",1996,318,NA,NA,NA,NA,NA
"7839",1997,318,NA,NA,NA,NA,NA
"7840",1998,318,NA,NA,NA,NA,NA
"7841",1999,318,NA,NA,NA,NA,NA
"7842",2000,318,NA,NA,NA,NA,NA
"7843",2001,318,NA,NA,NA,NA,NA
"7844",2002,318,NA,NA,NA,NA,NA
"7845",2003,318,NA,NA,NA,NA,NA
"7846",2004,318,NA,NA,NA,NA,NA
"7847",2005,318,NA,NA,NA,NA,NA
"7848",2006,318,NA,NA,NA,NA,NA
"7849",2007,318,NA,NA,NA,NA,NA
"7850",2008,318,NA,NA,NA,NA,NA
"7851",2009,318,NA,NA,NA,NA,NA
"7852",2010,318,NA,NA,NA,NA,NA
"7853",2011,318,NA,NA,NA,NA,NA
"7854",2012,318,NA,NA,NA,NA,NA
"7855",2013,318,NA,NA,NA,NA,NA
"7856",2014,318,NA,NA,NA,NA,NA
"7857",2015,318,NA,NA,NA,NA,NA
"7858",2016,318,NA,NA,NA,NA,NA
"7859",2017,318,NA,NA,NA,NA,NA
"7860",2018,318,NA,NA,NA,NA,NA
"7861",2019,318,NA,NA,NA,NA,NA
"7862",2020,318,NA,NA,NA,NA,NA
"7863",2021,318,NA,NA,NA,NA,NA
"7864",2022,318,NA,NA,NA,NA,NA
"7865",2023,318,NA,NA,NA,NA,NA
"7866",2024,318,NA,NA,NA,NA,NA
"7867",1968,321,NA,NA,NA,NA,NA
"7868",1969,321,NA,NA,NA,NA,NA
"7869",1970,321,NA,NA,NA,NA,NA
"7870",1971,321,NA,NA,NA,NA,NA
"7871",1972,321,NA,NA,NA,NA,NA
"7872",1973,321,NA,NA,NA,NA,NA
"7873",1974,321,NA,NA,NA,NA,NA
"7874",1975,321,NA,NA,NA,NA,NA
"7875",1976,321,NA,NA,NA,NA,NA
"7876",1977,321,NA,NA,NA,NA,NA
"7877",1978,321,NA,NA,NA,NA,NA
"7878",1979,321,NA,NA,NA,NA,NA
"7879",1980,321,NA,NA,NA,NA,NA
"7880",1981,321,NA,NA,NA,NA,NA
"7881",1982,321,NA,NA,NA,NA,NA
"7882",1983,321,NA,NA,NA,NA,NA
"7883",1984,321,NA,NA,NA,NA,NA
"7884",1985,321,NA,NA,NA,NA,NA
"7885",1986,321,NA,NA,NA,NA,NA
"7886",1987,321,NA,NA,NA,NA,NA
"7887",1988,321,NA,NA,NA,NA,NA
"7888",1989,321,NA,NA,NA,NA,NA
"7889",1990,321,NA,NA,NA,NA,NA
"7890",1991,321,NA,NA,NA,NA,NA
"7891",1992,321,NA,NA,NA,NA,NA
"7892",1993,321,NA,NA,NA,NA,NA
"7893",1994,321,NA,NA,NA,NA,NA
"7894",1995,321,NA,NA,NA,NA,NA
"7895",1996,321,NA,NA,NA,NA,NA
"7896",1997,321,NA,NA,NA,NA,NA
"7897",1998,321,NA,NA,NA,NA,NA
"7898",1999,321,NA,NA,NA,NA,NA
"7899",2000,321,NA,NA,NA,NA,NA
"7900",2001,321,NA,NA,NA,NA,NA
"7901",2002,321,NA,NA,NA,NA,NA
"7902",2003,321,NA,NA,NA,NA,NA
"7903",2004,321,NA,NA,NA,NA,NA
"7904",2005,321,NA,NA,NA,NA,NA
"7905",2006,321,NA,NA,NA,NA,NA
"7906",2007,321,NA,NA,NA,NA,NA
"7907",2008,321,NA,NA,NA,NA,NA
"7908",2009,321,NA,NA,NA,NA,NA
"7909",2010,321,NA,NA,NA,NA,NA
"7910",2011,321,NA,NA,NA,NA,NA
"7911",2012,321,NA,NA,NA,NA,NA
"7912",2013,321,NA,NA,NA,NA,NA
"7913",2014,321,NA,NA,NA,NA,NA
"7914",2015,321,NA,NA,NA,NA,NA
"7915",2016,321,NA,NA,NA,NA,NA
"7916",2017,321,NA,NA,NA,NA,NA
"7917",2018,321,NA,NA,NA,NA,NA
"7918",2019,321,NA,NA,NA,NA,NA
"7919",2020,321,NA,NA,NA,NA,NA
"7920",2021,321,NA,NA,NA,NA,NA
"7921",2022,321,NA,NA,NA,NA,NA
"7922",2023,321,NA,NA,NA,NA,NA
"7923",2024,321,NA,NA,NA,NA,NA
"7924",1968,322,NA,NA,NA,NA,NA
"7925",1969,322,NA,NA,NA,NA,NA
"7926",1970,322,NA,NA,NA,NA,NA
"7927",1971,322,NA,NA,NA,NA,NA
"7928",1972,322,NA,NA,NA,NA,NA
"7929",1973,322,NA,NA,NA,NA,NA
"7930",1974,322,NA,NA,NA,NA,NA
"7931",1975,322,NA,NA,NA,NA,NA
"7932",1976,322,NA,NA,NA,NA,NA
"7933",1977,322,NA,NA,NA,NA,NA
"7934",1978,322,NA,NA,NA,NA,NA
"7935",1979,322,NA,NA,NA,NA,NA
"7936",1980,322,NA,NA,NA,NA,NA
"7937",1981,322,NA,NA,NA,NA,NA
"7938",1982,322,NA,NA,NA,NA,NA
"7939",1983,322,NA,NA,NA,NA,NA
"7940",1984,322,NA,NA,NA,NA,NA
"7941",1985,322,NA,NA,NA,NA,NA
"7942",1986,322,NA,NA,NA,NA,NA
"7943",1987,322,NA,NA,NA,NA,NA
"7944",1988,322,NA,NA,NA,NA,NA
"7945",1989,322,NA,NA,NA,NA,NA
"7946",1990,322,NA,NA,NA,NA,NA
"7947",1991,322,NA,NA,NA,NA,NA
"7948",1992,322,NA,NA,NA,NA,NA
"7949",1993,322,NA,NA,NA,NA,NA
"7950",1994,322,NA,NA,NA,NA,NA
"7951",1995,322,NA,NA,NA,NA,NA
"7952",1996,322,NA,NA,NA,NA,NA
